frameIndex;frameTime;pcm_LOGenergy
870;8.719728;-1.111832e+01
871;8.729751;-1.094260e+01
872;8.739773;-1.132356e+01
873;8.749796;-1.193675e+01
874;8.759819;-1.229952e+01
875;8.769841;-1.248149e+01
876;8.779864;-1.286692e+01
877;8.789887;-1.261969e+01
878;8.799909;-1.264280e+01
879;8.809932;-1.260866e+01
880;8.819955;-1.277429e+01
881;8.829977;-9.585266e+00
882;8.840000;-8.909853e+00
883;8.850023;-8.328234e+00
884;8.860045;-8.526132e+00
885;8.870068;-8.519897e+00
886;8.880091;-8.815065e+00
887;8.890113;-8.629007e+00
888;8.900136;-8.699557e+00
889;8.910159;-8.735871e+00
890;8.920181;-8.932456e+00
891;8.930204;-8.938710e+00
892;8.940227;-9.095035e+00
893;8.950249;-9.319903e+00
894;8.960272;-8.931703e+00
895;8.970295;-8.616701e+00
896;8.980317;-8.793435e+00
897;8.990340;-9.337000e+00
898;9.000363;-9.687774e+00
899;9.010385;-9.917081e+00
900;9.020408;-9.921220e+00
901;9.030431;-9.621656e+00
902;9.040454;-9.311751e+00
903;9.050476;-9.647476e+00
904;9.060499;-1.024907e+01
905;9.070522;-1.089503e+01
906;9.080544;-1.100847e+01
907;9.090567;-1.117082e+01
908;9.100590;-1.160170e+01
909;9.110612;-1.149367e+01
910;9.120635;-1.159217e+01
911;9.130658;-1.155266e+01
912;9.140680;-1.143113e+01
913;9.150703;-1.091452e+01
914;9.160726;-1.094263e+01
915;9.170748;-1.098090e+01
916;9.180771;-1.133016e+01
917;9.190794;-1.146285e+01
918;9.200816;-1.197192e+01
919;9.210839;-1.192665e+01
920;9.220862;-1.205934e+01
921;9.230884;-1.185708e+01
922;9.240907;-1.187220e+01
923;9.250930;-1.201470e+01
924;9.260952;-1.219611e+01
925;9.270975;-1.223962e+01
926;9.280998;-1.258628e+01
927;9.291020;-1.309445e+01
928;9.301043;-1.274362e+01
929;9.311066;-1.288569e+01
930;9.321088;-1.304364e+01
931;9.331111;-1.294967e+01
932;9.341134;-1.225928e+01
933;9.351156;-1.231060e+01
934;9.361179;-1.347855e+01
935;9.371202;-1.228121e+01
936;9.381224;-1.212066e+01
937;9.391247;-1.256437e+01
938;9.401270;-1.290546e+01
939;9.411293;-1.298428e+01
940;9.421315;-1.322066e+01
941;9.431338;-1.240010e+01
942;9.441361;-1.230785e+01
